date, ticker, positive, tweets
2017-04-01, GRA, 0.777064, 408747
2017-04-01, GRN, 0.504124, 226518
2017-04-01, GRO, 0.516051, 60880
2017-04-01, GRH, 0.347232, 135304
2017-04-01, GRI, 0.674243, 46992
2017-04-01, VEN.X, 0.415403, 80612
2017-04-01, NSLP, 0.604282, 325234
2017-04-01, AMRB, 0.611829, 58200
2017-04-01, DYAX, 0.456586, 157957
2017-04-01, HLX, 0.330618, 41748
2017-04-01, ITGR, 0.330434, 71567
2017-04-01, HLT, 0.468979, 486580
2017-04-01, HLS, 0.674486, 617399
2017-04-01, NOA, 0.379230, 4019
2017-04-01, NOC, 0.448085, 153189
2017-04-01, HLI, 0.625106, 41515
2017-04-01, HLF, 0.669860, 123953
2017-04-01, NOV, 0.347110, 566567
2017-04-01, NOW, 0.306095, 43505
2017-04-01, ATKR, 0.568255, 52091
2017-04-01, NOR, 0.424675, 233217
2017-04-01, OLLI, 0.446055, 90688
2017-04-01, SMDM, 0.374274, 112095
2017-04-01, SYPR, 0.880437, 629355
2017-04-01, ROFO, 0.478701, 207274
2017-04-01, HYB, 0.167426, 209222
2017-04-01, CTZN, 0.529270, 252741
2017-04-01, BWXT, 0.637850, 634350
2017-04-01, IFAS, 0.229863, 460860
2017-04-01, HYD, 0.435062, 327025
2017-04-01, SPW, 0.426033, 242862
2017-04-01, ENZ, 0.518934, 563621
2017-04-01, VRTX, 0.417428, 34480
2017-04-01, KTOV, 0.644683, 261016
2017-04-01, ARTW, 0.398097, 6439
2017-04-01, KTOS, 0.686222, 4974
2017-04-01, ARTX, 0.173046, 101417
2017-04-01, ARTC, 0.457201, 1729
2017-04-01, HYI, 0.497004, 128634
2017-04-01, EURNZD, 0.293414, 372379
2017-04-01, ARCX, 0.623004, 128740
2017-04-01, BFAM, 0.401754, 111361
2017-04-01, CGOOF, 0.125969, 338539
2017-04-01, DIVY, 0.064939, 412769
2017-04-01, DIVX, 0.345647, 127763
2017-04-01, SURG, 0.375935, 195402
2017-04-01, SGEN, 0.610150, 14456
2017-04-01, EDC, 0.337803, 619890
2017-04-01, EDF, 0.955856, nan
2017-04-01, RLH, 0.189661, 192529
2017-04-01, EDD, 0.359099, 528130
2017-04-01, ZBRA, 0.493591, 55513
2017-04-01, RLD, 0.275188, 53926
2017-04-01, LMT, 0.446567, 289118
2017-04-01, EDR, 0.167186, 403560
2017-04-01, EDS, 0.406539, 332635
2017-04-01, SFUN, 0.519662, 686237
2017-04-01, HYS, 0.546548, 98227
2017-04-01, EDV, 0.597440, 33258
2017-04-01, RLX, 0.362737, 247124
2017-04-01, EDU, 0.525422, 186724
2017-04-01, EDZ, 0.534721, 216284
2017-04-01, LMB, 0.267604, 424770
2017-04-01, DPW, 0.655950, 45358
2017-04-01, ABAC, 0.921485, 415507
2017-04-01, DPU, 0.328051, 2263
2017-04-01, VVIX, 0.375766, 181282
2017-04-01, DPS, 0.459209, 262580
2017-04-01, GBPUSD, 0.497393, 271252
2017-04-01, VXUS, 0.561427, 236422
2017-04-01, MBA.CA, 0.462063, 373904
2017-04-01, DPZ, 0.499731, 287413
2017-04-01, DPG, 0.667820, 37321
2017-04-01, EVBG, 0.290606, 183550
2017-04-01, MOTR, 0.498958, 120297
2017-04-01, DPD, 0.701963, 257091
2017-04-01, FCBC, 0.399258, 61468
2017-04-01, ABAT, 0.492613, 336389
2017-04-01, PEER, 0.516892, 8165
2017-04-01, IXN, 0.547923, 144222
2017-04-01, ABAX, 0.602257, 341832
2017-04-01, DPK, 0.451923, 296581
2017-04-01, PEET, 0.277803, nan
2017-04-01, COHU, 0.086397, 42244
2017-04-01, LF, 0.211761, 5315
2017-04-01, LG, 0.474296, 550410
2017-04-01, LD, 0.569978, 608061
2017-04-01, LE, 0.389175, 8177
2017-04-01, LB, 0.328672, 692276
2017-04-01, LC, 0.580148, 142627
2017-04-01, LN, 0.574876, 372103
2017-04-01, LO, 0.538056, 60114
2017-04-01, LL, 0.615467, 53562
2017-04-01, LM, 0.374456, 181210
2017-04-01, MINT.X, 0.525325, 797227
2017-04-01, LH, 0.544493, 646458
2017-04-01, LW, 0.640108, 343002
2017-04-01, LQ, 0.489816, 650399
2017-04-01, LZ, 0.505444, 446725
2017-04-01, LX, 0.274686, 33596
2017-04-01, CNTF, 0.581046, 88620
2017-04-01, DNG.CA, 0.750487, 262845
2017-04-01, NSANY, 0.692175, 205011
2017-04-01, HEAT, 0.587071, 55888
2017-04-01, HEAR, 0.368825, 24677
2017-04-01, NBHC, 0.393441, 66058
2017-04-01, FRGI, 0.990000, 258631
2017-04-01, SVNT, 0.320587, 48984
2017-04-01, CNTY, 0.708169, 107029
2017-04-01, CFN, 0.623013, 475020
2017-04-01, MNKD, 0.603784, 92868
2017-04-01, CFL, 0.469028, 40874
2017-04-01, CFI, 0.290128, 87637
2017-04-01, CFG, 0.336115, 610285
2017-04-01, CFD, 0.259376, 684990
2017-04-01, PNR, 0.435152, 696652
2017-04-01, HAIN, 0.279491, 429630
2017-04-01, PNW, 0.438806, 153934
2017-04-01, PNI, 0.576822, 178995
2017-04-01, PNK, 0.542254, 542379
2017-04-01, MRLN, 0.846681, 247495
2017-04-01, PNM, 0.560803, 495241
2017-04-01, CFX, 0.200286, 390470
2017-04-01, CFW, -0.400727, 209788
2017-04-01, CFT, 0.374399, 110199
2017-04-01, CFR, 0.566999, 110958
2017-04-01, PNG, 0.559300, 171576
2017-04-01, PNF, 0.530331, 132113
2017-04-01, AAAP, 0.353605, 12374
2017-04-01, TRUP, 0.230824, 81096
2017-04-01, CBOE, 0.541854, 276900
2017-04-01, CBOU, 0.275685, 18478
2017-04-01, TRUE, 0.421641, 40810
2017-04-01, ELOQ, 0.738237, 218747
2017-04-01, HYLD, 0.391330, 385587
2017-04-01, PRQR, 0.469518, 376290
2017-04-01, JNS, 0.508538, 471972
2017-04-01, MRX, 0.377596, 44354
2017-04-01, CHFN, 0.320461, 81051
2017-04-01, MRT, 0.680962, 12584
2017-04-01, JAXB, 0.616104, 74751
2017-04-01, HO_F, 0.594364, 162160
2017-04-01, ES_F, 0.450252, 502120
2017-04-01, MRH, 0.642486, 48343
2017-04-01, MRK, 0.744685, 638940
2017-04-01, CHFS, 0.630960, 589899
2017-04-01, MRF, 0.585775, 573947
2017-04-01, CCL.A.CA, 0.595939, 135644
2017-04-01, MRC, 0.379854, 151203
2017-04-01, APX, 0.522395, 466961
2017-04-01, ACGL, 0.541254, 551802
2017-04-01, APP, 0.650286, 73347
2017-04-01, ORBT, 0.573134, 665224
2017-04-01, APT, 0.575120, 297476
2017-04-01, APU, 0.544868, 432808
2017-04-01, ORBK, 0.479241, 698332
2017-04-01, API, 0.508507, 861410
2017-04-01, APO, 0.650662, 661128
2017-04-01, APL, 0.601789, 238718
2017-04-01, APB, 0.633118, 391666
2017-04-01, APC, 0.657517, 112445
2017-04-01, ORBC, 0.330782, 464450
2017-04-01, APA, 0.535585, 63678
2017-04-01, APF, 0.304814, 50018
2017-04-01, APD, 0.412142, 686185
2017-04-01, ADNT, 0.413041, 113414
2017-04-01, NCOM, 0.613460, 490681
2017-04-01, PKBK, 0.893475, 13466
2017-04-01, VIBE.X, 0.276866, 9619
2017-04-01, UCTT, 0.179278, 4899
2017-04-01, EMKR, 0.537969, 147613
2017-04-01, HNU.CA, 0.548584, 100591
2017-04-01, PAYX, 0.613091, 473375
2017-04-01, CSOD, 0.482982, 179831
2017-04-01, ARDNA, 0.171981, 61874
2017-04-01, MEDIA, 0.423297, 357999
2017-04-01, SLCA, 0.558690, 44829
2017-04-01, TRTLU, 0.664086, 13697
2017-04-01, IFC.CA, 0.741990, 64618
2017-04-01, PAYC, 0.634590, 12672
2017-04-01, KXI, 0.701129, 290871
2017-04-01, SASR, 0.389050, 145288
2017-04-01, VRUS, 0.399529, 272983
2017-04-01, VKL, 0.657137, 222739
2017-04-01, GTHX, 0.503077, 103439
2017-04-01, OCUL, 0.420000, 303687
2017-04-01, AEM.CA, 0.699246, 319333
2017-04-01, APIC, 0.379971, 366931
2017-04-01, COSS.X, 0.489476, 299769
2017-04-01, LAND, 0.540719, 80983
2017-04-01, LANC, 0.447865, 748360
2017-04-01, ETCHX, 0.551896, 335730
2017-04-01, RKUS, 0.548053, 382969
2017-04-01, SEB, 0.140940, 246876
2017-04-01, CNL.CA, 0.282948, 216978
2017-04-01, FMAT, 0.671637, 331737
2017-04-01, CRWS, 0.589606, 82688
2017-04-01, TLO.CA, 0.363399, 77446
2017-04-01, FTC.X, 0.543378, 190697
2017-04-01, FUEL.X, 0.396443, 557476
2017-04-01, NITE, 0.395947, 750063
2017-04-01, YAO, 0.792089, 77330
2017-04-01, USDTRY, 0.124045, nan
2017-04-01, CRWN, 0.489326, 234761
2017-04-01, MBND, 0.550149, 2779
2017-04-01, SPAN, 0.500853, 664647
2017-04-01, RMGN, 0.421298, 163871
2017-04-01, SOCL, 0.524689, 141271
2017-04-01, DNKN, 0.611752, 161784
2017-04-01, ZEN.X, 0.670996, 187908
2017-04-01, SPAR, 0.384830, 341459
2017-04-01, GSC.CA, 0.211300, 52447
2017-04-01, ANSS, 0.615737, 13569
2017-04-01, ICUI, 0.584264, 236213
2017-04-01, BIIB, 0.190796, 577515
2017-04-01, PHIIK, 0.548426, 41283
2017-04-01, IMI, 0.529534, 228963
2017-04-01, SPM.CA, 0.505591, 31796
2017-04-01, RACE, 0.748179, 699214
2017-04-01, OAKS, 0.451312, 562071
2017-04-01, LNKD, 0.290007, 435373
2017-04-01, THC.X, 0.773389, 11655
2017-04-01, VCF, 0.223211, 14558
2017-04-01, VCI, 0.571032, 272285
2017-04-01, VCO, 0.766214, 299072
2017-04-01, VCR, 0.639120, 71662
2017-04-01, MIC.CA, 0.615708, 352587
2017-04-01, IMO, 0.315527, 87256
2017-04-01, VCV, 0.672332, 14696
2017-04-01, PDP, 0.667737, 262021
2017-04-01, TARO, 0.486064, 733336
2017-04-01, AIRG, 0.617084, 40554
2017-04-01, AIRI, 0.227159, 63618
2017-04-01, AIRM, 0.668200, 10661
2017-04-01, AIRO, 0.512158, 91943
2017-04-01, YGR.CA, 0.288910, 313701
2017-04-01, AIRT, 0.647721, 36760
2017-04-01, FACT, 0.539889, 125586
2017-04-01, GCG.A.CA, 0.497894, 582293
2017-04-01, CFNL, 0.202489, 508387
2017-04-01, POT.X, 0.372785, 383814
2017-04-01, FREE, 0.479473, 114940
2017-04-01, AMSG, 0.212721, 46442
2017-04-01, AMSF, 0.650693, 15409
2017-04-01, BPMC, 0.452913, 7616
2017-04-01, AMSC, 0.591000, 7897
2017-04-01, MTUM, 0.159172, 19354
2017-04-01, CFNB, 0.574630, 570129
2017-04-01, BPMX, 0.531588, 113872
2017-04-01, LIVE, 0.292693, 249797
2017-04-01, BPMP, 0.332757, 225097
2017-04-01, UXJ, 0.681865, 89700
2017-04-01, BRDR, 0.596087, 406513
2017-04-01, UXI, -0.552585, 207802
2017-04-01, YUMA, 0.835413, 659298
2017-04-01, YUMC, 0.432173, 329015
2017-04-01, YUME, 0.461467, 30785
2017-04-01, INFN, 0.329449, 591754
2017-04-01, L.CA, 0.279592, 772438
2017-04-01, CSPI, 0.405378, 289666
2017-04-01, PAWEF, 0.336635, 128371
2017-04-01, BLIN, 0.456724, 519467
2017-04-01, UBSH, 0.692944, 66321
2017-04-01, UBSI, 0.557345, 300392
2017-04-01, PLCC, 0.518244, 473475
2017-04-01, PLCE, 0.776931, 85456
2017-04-01, XVIX, 0.208975, 113616
2017-04-01, HMNF, 0.440679, 616526
2017-04-01, PLCM, 0.629664, 23589
2017-04-01, SEND, 0.332965, 50885
2017-04-01, MSFT, 0.388995, 134041
2017-04-01, SNSR, 0.343593, 109218
2017-04-01, SENS, 0.805374, 27554
2017-04-01, TKLC, 0.842057, 10289
2017-04-01, UMBF, 0.495148, 9611
2017-04-01, DMD, 0.374127, 17700
2017-04-01, DMF, 0.598264, 531157
2017-04-01, NIFTY, 0.474306, 15597
2017-04-01, VNTV, 0.593403, 180001
2017-04-01, DMO, 0.294052, 351564
2017-04-01, GRU, 0.615827, 113377
2017-04-01, SWKS, 0.501374, 66175
2017-04-01, COBZ, 0.711749, 544213
2017-04-01, GPOR, 0.524255, 747240
2017-04-01, EADSY, 0.546994, 154158
2017-04-01, XWES, 0.529375, 342079
2017-04-01, BSBR, 0.458268, 267595
2017-04-01, VNTR, 0.275945, 428409
2017-04-01, SABR, 0.708180, 147434
2017-04-01, OPOF, 0.779254, 22734
2017-04-01, FFBH, 0.505894, 560849
2017-04-01, CTXS, 0.227329, 184390
2017-04-01, SABA, 0.514241, 283698
2017-04-01, MGIC, 0.202576, 202177
2017-04-01, FFBC, 0.376531, 468528
2017-04-01, BHVN, 0.388085, 98992
2017-04-01, XRM, 0.547219, 1014
2017-04-01, JASN, 0.646795, 71654
2017-04-01, XRO, 0.543476, 61093
2017-04-01, INFY, 0.618489, 246848
2017-04-01, XRF, 0.340058, 398475
2017-04-01, XRA, 0.166745, 624072
2017-04-01, TYBS, 0.558660, 254849
2017-04-01, DENT.X, 0.613474, 544551
2017-04-01, XRX, 0.333463, 62409
2017-04-01, XRT, 0.631842, 118626
2017-04-01, GMRE, 0.518497, 248437
2017-04-01, XRS, 0.460462, 38968
2017-04-01, PS_LTC, 0.536974, 465426
2017-04-01, PSJ, 0.487463, 8957
2017-04-01, PSK, 0.449379, 460544
2017-04-01, PSH, 0.621222, 390983
2017-04-01, PSI, 0.459896, 7751
2017-04-01, PSO, 0.668063, 682111
2017-04-01, JLS, 0.676998, 348337
2017-04-01, PSB, 0.462821, 358013
2017-04-01, PSA, 0.370366, 12350
2017-04-01, PSF, 0.321858, 152025
2017-04-01, PSG, 0.623232, 384135
2017-04-01, MRE.CA, 0.392526, 168614
2017-04-01, KURA, 0.422229, 14237
2017-04-01, DXGE, 0.678982, 563113
2017-04-01, KFRC, 0.426589, 309447
2017-04-01, PSY, 0.578809, 184652
2017-04-01, JLA, 0.495932, 365091
2017-04-01, INWK, 0.548720, 370489
2017-04-01, PSR, 0.330415, 69659
2017-04-01, ASUR, 0.371530, 13294
2017-04-01, PSP, 0.250514, 238857
2017-04-01, PSQ, 0.633452, 415641
2017-04-01, GABC, 0.734342, 92044
2017-04-01, PST, 0.327211, 19305
2017-04-01, BCO, 0.677033, 426582
2017-04-01, BCH, 0.238695, 601620
2017-04-01, TRNM, 0.366564, 270205
2017-04-01, TRNO, 0.536133, 377006
2017-04-01, HNI, 0.389138, 443294
2017-04-01, HNH, 0.476597, 66402
2017-04-01, BCF, 0.496728, 168228
2017-04-01, TRNC, 0.846796, 90945
2017-04-01, TRND, 0.470633, 271342
2017-04-01, BCA, 0.323084, 53484
2017-04-01, BCC, 0.482121, 242880
2017-04-01, TRNX, 0.624022, 837713
2017-04-01, HNP, 0.318223, 297220
2017-04-01, HNR, 0.656473, 22750
2017-04-01, BCX, 0.569364, 5599
2017-04-01, HNT, 0.709208, 704590
2017-04-01, HNW, 0.309117, 234099
2017-04-01, RIVR, -0.109385, 279216
2017-04-01, BCV, 0.696585, 309295
2017-04-01, HNZ, 0.371195, 66970
2017-04-01, BCR, 0.438208, 2760
2017-04-01, BCS, 0.364428, 124456
2017-04-01, SDIV, 0.552769, nan
2017-04-01, RY.CA, 0.561371, 410653
2017-04-01, SRC, 0.362655, 5552
2017-04-01, SRA, 0.893369, 334969
2017-04-01, SRG, 0.540719, 248041
2017-04-01, CORI, 0.608464, 381175
2017-04-01, SRE, 0.664171, 15658
2017-04-01, SRI, 0.598630, 222460
2017-04-01, MKTAY, 0.692247, 14826
2017-04-01, SRS, 0.415795, 579493
2017-04-01, FUJHY, 0.473206, 29211
2017-04-01, SRV, 0.403990, 6920
2017-04-01, SRT, 0.422499, 214729
2017-04-01, SRZ, 0.968361, 396433
2017-04-01, CHMT, 0.653049, 180670
2017-04-01, PMFG, 0.616411, 538927
2017-04-01, NMT, 0.428946, 276893
2017-04-01, TDH, 0.478623, 421333
2017-04-01, NMR, 0.471692, 15039
2017-04-01, TDN, 0.600344, 24677
2017-04-01, ATUS, 0.458038, 553481
2017-04-01, TDC, 0.453821, 93876
2017-04-01, TDA, 0.518809, 328332
2017-04-01, LPSN, 0.579988, 116151
2017-04-01, TDG, 0.456738, 541650
2017-04-01, TDF, 0.490907, 517436
2017-04-01, NMY, 0.317202, 908324
2017-04-01, NMG, 0.481749, 47749
2017-04-01, TDY, 0.384439, 499983
2017-04-01, TDX, -0.039072, 15902
2017-04-01, NMA, 0.543175, 594735
2017-04-01, TDS, 0.496324, 519378
2017-04-01, NMO, -0.539292, 33474
2017-04-01, NMM, 0.272625, 551926
2017-04-01, TDW, 0.595375, 3795
2017-04-01, TDV, 0.219317, 53723
2017-04-01, NMI, -0.675736, 137677
2017-04-01, LOB, 0.533216, 44088
2017-04-01, SYRS, 0.525648, 100903
2017-04-01, IMUC, 0.582794, 749718
2017-04-01, FHN, 0.575268, 20235
2017-04-01, RODM, 0.299816, 45410
2017-04-01, LOG, 0.471002, 67653
2017-04-01, PWER, 0.615728, 228481
2017-04-01, LON, 0.526239, 15580
2017-04-01, SMFG, 0.438434, 124977
2017-04-01, FHC, 0.431001, 292873
2017-04-01, FHB, 0.279030, 21207
2017-04-01, LOR, 0.439144, 401894
2017-04-01, OCRX, 0.394516, 340731
2017-04-01, LOW, 0.534442, 173538
2017-04-01, DHX, 0.437050, 97316
2017-04-01, ADUS, 0.400879, 842061
2017-04-01, IKAN, 0.434538, 331110
2017-04-01, GUID, 0.472856, 128806
2017-04-01, QTRH.CA, 0.501475, 253283
2017-04-01, BPZ, 0.520221, 32565
2017-04-01, UGAZ, 0.489872, 117561
2017-04-01, MRCY, 0.512474, 429969
2017-04-01, BF.B, 0.711628, 212060
2017-04-01, IFSIA, 0.639696, 6271
2017-04-01, QTEC, 0.384441, 134951
2017-04-01, BF.A, 0.443910, 160871
2017-04-01, SGDJPY, 0.240208, 57974
2017-04-01, NTGR, 0.323743, 795563
2017-04-01, EBF, 0.458278, 20691
2017-04-01, RDS.B, 0.640335, 281179
2017-04-01, RDS.A, 0.745472, 515051
2017-04-01, DCM.CA, 0.438055, 43932
2017-04-01, RJZ, 0.531882, 281808
2017-04-01, OTCM, 0.359073, 193163
2017-04-01, RJA, 0.580215, 402683
2017-04-01, EBS, 0.456703, 581619
2017-04-01, RJN, 0.511037, 28205
2017-04-01, ALPN, 0.581170, 82142
2017-04-01, RJI, 0.412052, 202606
2017-04-01, VXST, 0.328730, 813686
2017-04-01, DRQ, 0.414372, 489904
2017-04-01, ABGB, 0.625713, 318436
2017-04-01, DRR, 0.465469, 676744
2017-04-01, GLNG, 0.438520, 166210
2017-04-01, DRW, 0.563488, 21639
2017-04-01, DRV, 0.604968, 146559
2017-04-01, DRI, 0.152167, 80505
2017-04-01, DRH, 0.483957, 363655
2017-04-01, CONE, 0.581949, 9061
2017-04-01, GPRE, 0.376127, 44796
2017-04-01, CONG, 0.513295, 306746
2017-04-01, GPRK, 0.379497, 138298
2017-04-01, DRC, 0.291548, 7395
2017-04-01, GPRO, 0.677785, 371185
2017-04-01, DRD, 0.401201, 186607
2017-04-01, DRG, 0.608882, 695393
2017-04-01, EDV.CA, 0.362136, 26347
2017-04-01, AEON.X, 0.730610, 630661
2017-04-01, NDRM, 0.520061, 41171
2017-04-01, NDRO, 0.760402, 275322
2017-04-01, DHR, 0.479568, 179674
2017-04-01, NDRA, 0.476221, 54802
2017-04-01, ARWAU, 0.432447, 262326
2017-04-01, ALEX, 0.344863, 246228
2017-04-01, EVIX, 0.589963, 10087
2017-04-01, HEOP, 0.483021, 500333
2017-04-01, CNVR, 0.720397, 235438
2017-04-01, CXS, 0.627920, 353433
2017-04-01, CXW, 0.685181, 236500
2017-04-01, CXZ, 0.346251, 582605
2017-04-01, CXA, 0.662509, 481167
2017-04-01, CXE, 0.034312, 52811
2017-04-01, CXH, 0.555540, 352946
2017-04-01, CXM, 0.737497, 488306
2017-04-01, CXO, 0.594757, 379571
2017-04-01, METR, 0.504758, 175132
2017-04-01, AJX, 0.305331, 614848
2017-04-01, CVEO, 0.314561, 287240
2017-04-01, NTRP, 0.480986, 8776
2017-04-01, AAON, 0.449873, 323937
2017-04-01, META, 0.177423, 313378
2017-04-01, AAOI, 0.434327, 625306
2017-04-01, TSX.CA, 0.337040, 431502
2017-04-01, ENIC, 0.424212, 133541
2017-04-01, ENIA, 0.419452, 29475
2017-04-01, XTXI, 0.732665, 268989
2017-04-01, PGNPF, 0.430112, 66739
2017-04-01, TGTX, 0.277068, 249310
2017-04-01, SKYPE, 0.247527, 358706
2017-04-01, RGLS, 0.537978, 63454
2017-04-01, MLI, 0.700532, 34140
2017-04-01, NEPT, 0.540719, 115150
2017-04-01, CHDX, 0.387419, 9686
2017-04-01, JAZZ, 0.503595, 778896
2017-04-01, IBCP, 0.501573, 84499
2017-04-01, CAPR, 0.508102, 483926
2017-04-01, CAPS, 0.248059, 47497
2017-04-01, CAPL, 0.183275, 120534
2017-04-01, EQLT, 0.584881, 534837
2017-04-01, PSSI, 0.342662, 39562
2017-04-01, NEPG, 0.353087, 226714
2017-04-01, FSAM, 0.765168, 211501
2017-04-01, DTSI, 0.362675, 76648
2017-04-01, IBCA, 0.414538, 61937
2017-04-01, AQXP, 0.429965, 351547
2017-04-01, CHDN, 0.664220, 278407
2017-04-01, PSID, 0.665146, 662946
2017-04-01, MPG, 0.379618, 622375
2017-04-01, AVX, 0.399653, 75176
2017-04-01, AVY, 0.359851, 571858
2017-04-01, MPA, 0.653419, 509969
2017-04-01, AVT, 0.357361, 28937
2017-04-01, MPO, 0.250170, 36858
2017-04-01, AVP, 0.498230, 61379
2017-04-01, MPV, 0.395820, 567042
2017-04-01, MPW, 0.407304, 142179
2017-04-01, WOOD, 0.390418, 76371
2017-04-01, AVH, 0.347328, 832567
2017-04-01, AVI, 0.326086, 208659
2017-04-01, VMOT, 0.515026, 226128
2017-04-01, AVK, 0.529033, 271501
2017-04-01, AVD, 0.314026, 692045
2017-04-01, AVG, 0.990000, 108131
2017-04-01, PSIX, 0.330949, 61482
2017-04-01, AVA, 0.160495, 707720
2017-04-01, MPX, 0.577474, 25983
2017-04-01, CPWR, 0.461633, 129958
2017-04-01, EMD_F, 0.755191, 135393
2017-04-01, AXTA, 0.493934, 31431
2017-04-01, CEQP, 0.415902, 11142
2017-04-01, AXTE, 0.169575, 59076
2017-04-01, ADHD, 0.337194, 8691
2017-04-01, CPWM, 0.795761, 743179
2017-04-01, GGAL, 0.457557, 180202
2017-04-01, NCMI, 0.387848, 259152
2017-04-01, ISIG, 0.484057, 21309
2017-04-01, HBCP, 0.334693, 330159
2017-04-01, JDD, 0.518793, 166181
2017-04-01, EMIS, 0.258563, 9831
2017-04-01, ISIL, 0.443011, 210581
2017-04-01, PS_CRYPTO, 0.181224, 295984
2017-04-01, AVHI, 0.635326, 425941
2017-04-01, CBEH, 0.259585, 539494
2017-04-01, EWRI, 0.469906, 366631
2017-04-01, EWRM, 0.361285, 203419
2017-04-01, CHMI, 0.471205, 88605
2017-04-01, AZRE, 0.478219, 40875
2017-04-01, CSMA, 0.594039, 123064
2017-04-01, IEFA, 0.539951, 269208
2017-04-01, AZRX, 0.401924, 715738
2017-04-01, EWRS, 0.418234, 921080
2017-04-01, SLAB, 0.444066, 115200
2017-04-01, INOD, 0.560363, 129963
2017-04-01, PA_F, 0.576911, 142350
2017-04-01, FXCB, 0.116328, 397168
2017-04-01, TAST, 0.234778, 149470
2017-04-01, TYME, 0.306378, 223339
2017-04-01, PTIE, 0.339422, 41181
2017-04-01, PTIX, 0.523606, 17117
2017-04-01, WAYN, 0.379170, 69819
2017-04-01, THTI, 0.467721, 3254
2017-04-01, AUDJPY, 0.359789, 117922
2017-04-01, APKT, 0.598091, 488948
2017-04-01, DEO, 0.644022, 294201
2017-04-01, BEXP, 0.458046, 24976
2017-04-01, FRI, 0.674687, 36038
2017-04-01, SCIF, 0.282931, 525885
2017-04-01, CRYP, 0.617144, 94614
2017-04-01, MLHR, 0.334423, 260654
2017-04-01, GOGO, 0.708963, 6425
2017-04-01, GOGL, 0.605040, 231484
2017-04-01, EVTC, 0.532094, 342365
2017-04-01, AJRD, 0.788277, 54977
2017-04-01, FMCC, 0.309502, 5522
2017-04-01, YGE, 0.403982, 600919
2017-04-01, IPXL, 0.325019, nan
2017-04-01, PFBC, 0.638949, 12713
2017-04-01, PFBI, 0.920842, 679752
2017-04-01, MBLY, 0.386738, 79049
2017-04-01, SPGI, 0.138821, 639598
2017-04-01, NRT, 0.495187, 241478
2017-04-01, PFBX, 0.518071, 414546
2017-04-01, SOAP, 0.776154, 120243
2017-04-01, DGAZ, 0.456844, 123032
2017-04-01, RSP, 0.359736, 173953
2017-04-01, SNT.X, 0.486338, 375845
2017-04-01, PBFX, 0.435029, 357229
2017-04-01, ARTNA, 0.376884, 6870
2017-04-01, CHMA, 0.142164, 101723
2017-04-01, CCOI, 0.290806, 255601
2017-04-01, VAL, 0.356474, 41059
2017-04-01, VAC, 0.393490, 5239
2017-04-01, AFN.CA, 0.616327, 933199
2017-04-01, AAUKF, 0.420774, 5618
2017-04-01, VAR, 0.383649, nan
2017-04-01, RLI, 0.591951, 118902
2017-04-01, VAW, 0.622907, 152232
2017-04-01, NTAP, 0.440726, 302342
2017-04-01, PSTR, 0.675682, 235578
