date, ticker, positive, tweets
2017-02-01, THC.X, 0.537582, 203418
2017-02-01, VCF, 0.354324, 731597
2017-02-01, VCI, 0.460255, 223406
2017-02-01, VCO, 0.845860, 124578
2017-02-01, VCR, 0.608364, 114200
2017-02-01, MIC.CA, 0.741152, 369240
2017-02-01, IMO, 0.571261, 222679
2017-02-01, VCV, 0.662217, 418775
2017-02-01, PDP, 0.683656, 95177
2017-02-01, TARO, 0.428173, 88526
2017-02-01, AIRG, 0.860166, 75611
2017-02-01, AIRI, 0.341546, 30852
2017-02-01, AIRM, 0.634755, 11924
2017-02-01, AIRO, 0.592288, 169679
2017-02-01, YGR.CA, 0.626798, 200360
2017-02-01, AIRT, 0.643731, 77249
2017-02-01, FACT, 0.605880, 132713
2017-02-01, GCG.A.CA, 0.358590, 646683
2017-02-01, CFNL, 0.206111, 446030
2017-02-01, POT.X, 0.305143, 208692
2017-02-01, FREE, 0.544823, 340466
2017-02-01, AMSG, 0.328254, 657424
2017-02-01, AMSF, 0.648080, 85058
2017-02-01, BPMC, 0.492923, 279573
2017-02-01, AMSC, 0.584134, 138696
2017-02-01, MTUM, 0.170489, 176695
2017-02-01, CFNB, 0.521050, 683359
2017-02-01, BPMX, 0.489046, 43285
2017-02-01, LIVE, 0.652352, 224797
2017-02-01, BPMP, 0.350218, 576898
2017-02-01, UXJ, 0.720582, 57923
2017-02-01, BRDR, 0.606457, 414551
2017-02-01, UXI, 0.479709, 283753
2017-02-01, YUMA, 0.742201, 783457
2017-02-01, YUMC, 0.282718, 135618
2017-02-01, YUME, 0.666580, 77370
2017-02-01, INFN, 0.340913, 807515
2017-02-01, L.CA, 0.367465, 79362
2017-02-01, CSPI, 0.378513, 85342
2017-02-01, PAWEF, 0.644371, 255580
2017-02-01, BLIN, 0.136982, 536678
2017-02-01, UBSH, 0.560139, 84756
2017-02-01, UBSI, 0.565681, 346096
2017-02-01, PLCC, 0.525345, 302042
2017-02-01, PLCE, 0.453118, 20325
2017-02-01, XVIX, 0.233579, 13644
2017-02-01, HMNF, 0.618562, 69437
2017-02-01, PLCM, 0.685692, 202684
2017-02-01, SEND, 0.411866, 156094
2017-02-01, MSFT, 0.411004, 133186
2017-02-01, SNSR, 0.432115, 98270
2017-02-01, SENS, 0.636567, 48931
2017-02-01, TKLC, 0.652271, 16110
2017-02-01, UMBF, 0.528926, 31804
2017-02-01, DMD, -0.005834, 29828
2017-02-01, DMF, 0.513744, 688846
2017-02-01, NIFTY, 0.425867, 37426
2017-02-01, VNTV, 0.532138, 335609
2017-02-01, DMO, 0.634402, 448602
2017-02-01, GRU, 0.545613, 177803
2017-02-01, SWKS, 0.721259, 59404
2017-02-01, COBZ, 0.640031, 5551
2017-02-01, GPOR, 0.512406, 387281
2017-02-01, EADSY, 0.529275, 126473
2017-02-01, XWES, 0.534742, 487118
2017-02-01, BSBR, 0.199188, 54557
2017-02-01, VNTR, 0.208287, 653350
2017-02-01, SABR, 0.487717, 56057
2017-02-01, OPOF, 0.617002, 32973
2017-02-01, FFBH, 0.569495, 297883
2017-02-01, CTXS, 0.327610, 176626
2017-02-01, SABA, 0.527599, 491321
2017-02-01, MGIC, 0.639678, 464856
2017-02-01, FFBC, 0.336395, 376526
2017-02-01, BHVN, 0.376632, 688238
2017-02-01, XRM, 0.614566, 47450
2017-02-01, JASN, 0.747872, 17117
2017-02-01, XRO, 0.600799, 117424
2017-02-01, INFY, 0.578237, 412150
2017-02-01, XRF, 0.342218, 59316
2017-02-01, XRA, 0.237913, 333418
2017-02-01, TYBS, 0.512908, 170053
2017-02-01, DENT.X, 0.607404, 25312
2017-02-01, XRX, 0.304537, 103394
2017-02-01, XRT, 0.621539, 423269
2017-02-01, GMRE, 0.197197, 295095
2017-02-01, XRS, 0.251765, 67142
2017-02-01, PS_LTC, 0.472600, 689209
2017-02-01, PSJ, 0.389010, 6225
2017-02-01, PSK, 0.511692, 14471
2017-02-01, PSH, 0.584134, 409770
2017-02-01, PSI, 0.395844, 151337
2017-02-01, PSO, 0.608758, 358258
2017-02-01, JLS, 0.676831, 10980
2017-02-01, PSB, 0.502285, 132948
2017-02-01, PSA, 0.447765, 70179
2017-02-01, PSF, 0.367344, 370796
2017-02-01, PSG, 0.085689, 334657
2017-02-01, MRE.CA, 0.458062, 98637
2017-02-01, KURA, 0.420772, 7223
2017-02-01, DXGE, 0.595662, 121922
2017-02-01, KFRC, 0.509050, 93573
2017-02-01, PSY, 0.552327, 242628
2017-02-01, JLA, 0.609243, 74283
2017-02-01, INWK, 0.554631, 556499
2017-02-01, PSR, 0.572713, 120153
2017-02-01, ASUR, 0.098647, 25650
2017-02-01, PSP, 0.477332, 188002
2017-02-01, PSQ, 0.614429, 424637
2017-02-01, GABC, 0.153955, 194710
2017-02-01, PST, 0.474991, 124612
2017-02-01, BCO, 0.586740, 65043
2017-02-01, BCH, 0.477745, 686057
2017-02-01, TRNM, 0.231277, 578552
2017-02-01, TRNO, 0.625151, 172075
2017-02-01, HNI, 0.425186, 249915
2017-02-01, HNH, 0.556204, 88164
2017-02-01, BCF, 0.359492, 488465
2017-02-01, TRNC, 0.332938, 242386
2017-02-01, TRND, 0.443809, 347823
2017-02-01, BCA, 0.289304, 206429
2017-02-01, BCC, 0.474931, 28014
2017-02-01, TRNX, 0.698569, 623210
2017-02-01, HNP, 0.302359, 260345
2017-02-01, HNR, 0.517245, 151155
2017-02-01, BCX, 0.602357, 25111
2017-02-01, HNT, 0.595891, 620339
2017-02-01, HNW, 0.297301, 428450
2017-02-01, RIVR, 0.265126, 560088
2017-02-01, BCV, 0.459181, 249365
2017-02-01, HNZ, 0.417703, 145536
2017-02-01, BCR, 0.440443, 7901
2017-02-01, BCS, 0.397420, 79904
2017-02-01, SDIV, 0.258983, 42981
2017-02-01, RY.CA, 0.571953, 240561
2017-02-01, SRC, 0.253474, 3379
2017-02-01, SRA, 0.927035, 29670
2017-02-01, SRG, 0.697961, 256062
2017-02-01, CORI, 0.628813, 367550
2017-02-01, SRE, 0.664897, 13125
2017-02-01, SRI, 0.601669, 599878
2017-02-01, MKTAY, 0.676822, 53642
2017-02-01, SRS, 0.554555, 280510
2017-02-01, FUJHY, 0.473533, 221404
2017-02-01, SRV, 0.554971, 29544
2017-02-01, SRT, 0.404499, 263228
2017-02-01, SRZ, 0.654694, 385342
2017-02-01, CHMT, 0.931192, 216381
2017-02-01, PMFG, 0.297894, 305664
2017-02-01, NMT, -0.035548, 95642
2017-02-01, TDH, 0.496578, 667684
2017-02-01, NMR, 0.450993, 212811
2017-02-01, TDN, 0.600304, nan
2017-02-01, ATUS, 0.451765, 404509
2017-02-01, TDC, 0.529611, 358621
2017-02-01, TDA, 0.453028, 297636
2017-02-01, LPSN, 0.360859, 128953
2017-02-01, TDG, 0.604017, 817744
2017-02-01, TDF, 0.575041, 636628
2017-02-01, NMY, 0.336074, 198122
2017-02-01, NMG, 0.463680, 514418
2017-02-01, TDY, 0.370737, 210289
2017-02-01, TDX, 0.317338, 70287
2017-02-01, NMA, 0.547301, 26834
2017-02-01, TDS, 0.509007, 147952
2017-02-01, NMO, 0.318029, 73967
2017-02-01, NMM, 0.553620, 326418
2017-02-01, TDW, 0.607743, 23519
2017-02-01, TDV, 0.541646, 125164
2017-02-01, NMI, 0.640123, 114289
2017-02-01, LOB, 0.677266, 10068
2017-02-01, SYRS, 0.515473, 497692
2017-02-01, IMUC, 0.582595, 292825
2017-02-01, FHN, 0.548409, 75217
2017-02-01, RODM, 0.399636, 421418
2017-02-01, LOG, 0.342099, 22500
2017-02-01, PWER, 0.373355, 472528
2017-02-01, LON, 0.601197, 78534
2017-02-01, SMFG, 0.480475, 388890
2017-02-01, FHC, 0.307396, nan
2017-02-01, FHB, 0.354679, 38491
2017-02-01, LOR, 0.911880, 184412
2017-02-01, OCRX, 0.324738, 145746
2017-02-01, LOW, 0.594494, 321749
2017-02-01, DHX, 0.722441, 5624
2017-02-01, ADUS, 0.246443, 483472
2017-02-01, IKAN, 0.117322, 166681
2017-02-01, GUID, 0.342596, 332770
2017-02-01, QTRH.CA, 0.336362, 378794
2017-02-01, BPZ, 0.532016, 631244
2017-02-01, UGAZ, 0.461427, 8782
2017-02-01, MRCY, 0.526018, 391074
2017-02-01, BF.B, 0.757021, 383493
2017-02-01, IFSIA, 0.429620, 5651
2017-02-01, QTEC, 0.661898, 367547
2017-02-01, BF.A, 0.131149, 110411
2017-02-01, SGDJPY, 0.235211, 170902
2017-02-01, NTGR, 0.314173, 883344
2017-02-01, EBF, 0.457395, 328443
2017-02-01, RDS.B, 0.695281, 159137
2017-02-01, RDS.A, 0.543939, 268055
2017-02-01, DCM.CA, 0.417180, 335254
2017-02-01, RJZ, 0.517075, 269975
2017-02-01, OTCM, 0.789651, 115216
2017-02-01, RJA, 0.573757, 89851
2017-02-01, EBS, 0.459093, 417705
2017-02-01, RJN, 0.621251, 235863
2017-02-01, ALPN, 0.551527, 231044
2017-02-01, RJI, 0.376657, 185390
2017-02-01, VXST, 0.288867, 681089
2017-02-01, DRQ, 0.423967, 800558
2017-02-01, ABGB, 0.742709, 126250
2017-02-01, DRR, 0.521906, 709765
2017-02-01, GLNG, 0.549307, 130552
2017-02-01, DRW, 0.738655, 419276
2017-02-01, DRV, 0.364191, 50724
2017-02-01, DRI, 0.528849, 56752
2017-02-01, DRH, 0.415523, 392620
2017-02-01, CONE, 0.553634, 227609
2017-02-01, GPRE, 0.619230, 509972
2017-02-01, CONG, 0.392909, 386261
2017-02-01, GPRK, 0.392524, 90063
2017-02-01, DRC, 0.422976, 49541
2017-02-01, GPRO, 0.368128, 76549
2017-02-01, DRD, 0.399537, 525186
2017-02-01, DRG, 0.648406, 259428
2017-02-01, EDV.CA, 0.449205, 8079
2017-02-01, AEON.X, 0.546156, 533557
2017-02-01, NDRM, 0.525778, 764706
2017-02-01, NDRO, 0.504232, 136195
2017-02-01, DHR, 0.327238, 208398
2017-02-01, NDRA, 0.349683, 43092
2017-02-01, ARWAU, 0.426539, 471730
2017-02-01, ALEX, 0.448290, 256157
2017-02-01, EVIX, 0.486356, 15020
2017-02-01, HEOP, 0.480927, 258495
2017-02-01, CNVR, 0.774592, 290199
2017-02-01, CXS, 0.611465, 609318
2017-02-01, CXW, 0.706363, 341735
2017-02-01, CXZ, 0.369561, 440728
2017-02-01, CXA, 0.475219, 219926
2017-02-01, CXE, 0.471859, 111294
2017-02-01, CXH, 0.575309, 335578
2017-02-01, CXM, 0.155010, 194052
2017-02-01, CXO, 0.582747, 401005
2017-02-01, METR, 0.500661, 155953
2017-02-01, AJX, 0.307828, 383408
2017-02-01, CVEO, 0.602354, 483579
2017-02-01, NTRP, 0.737992, 18215
2017-02-01, AAON, 0.493454, 259601
2017-02-01, META, 0.432829, 406504
2017-02-01, AAOI, 0.269862, 397373
2017-02-01, TSX.CA, 0.358509, 241768
2017-02-01, ENIC, 0.440879, 65468
2017-02-01, ENIA, 0.416830, 337973
2017-02-01, XTXI, 0.650875, 541242
2017-02-01, PGNPF, 0.422814, 508487
2017-02-01, TGTX, 0.501211, 11256
2017-02-01, SKYPE, 0.724831, 193653
2017-02-01, RGLS, 0.535690, nan
2017-02-01, MLI, 0.575997, 50048
2017-02-01, NEPT, 0.460254, 31239
2017-02-01, CHDX, 0.385622, 874291
2017-02-01, JAZZ, 0.539548, 185500
2017-02-01, IBCP, 0.188473, 45139
2017-02-01, CAPR, 0.378871, 59310
2017-02-01, CAPS, 0.325166, 387412
2017-02-01, CAPL, 0.290492, 75826
2017-02-01, EQLT, 0.622601, 190394
2017-02-01, PSSI, 0.388985, 104750
2017-02-01, NEPG, 0.263884, 172514
2017-02-01, FSAM, 0.634903, 26324
2017-02-01, DTSI, 0.356146, 447753
2017-02-01, IBCA, 0.450281, 63659
2017-02-01, AQXP, 0.454406, 337376
2017-02-01, CHDN, 0.589113, 394313
2017-02-01, PSID, 0.612117, 129690
2017-02-01, MPG, 0.365945, 270959
2017-02-01, AVX, 0.384996, 26553
2017-02-01, AVY, 0.527039, 957327
2017-02-01, MPA, 0.577501, 617294
2017-02-01, AVT, 0.386412, 5245
2017-02-01, MPO, 0.327070, 382436
2017-02-01, AVP, 0.430507, 57176
2017-02-01, MPV, 0.396649, 175919
2017-02-01, MPW, 0.417783, 623629
2017-02-01, WOOD, 0.664263, 122355
2017-02-01, AVH, 0.296435, 676327
2017-02-01, AVI, 0.328735, 179053
2017-02-01, VMOT, 0.395721, 173141
2017-02-01, AVK, 0.641536, 212190
2017-02-01, AVD, 0.490940, 676908
2017-02-01, AVG, 0.610173, 171273
2017-02-01, PSIX, 0.410938, 199616
2017-02-01, AVA, 0.339104, 371246
2017-02-01, MPX, 0.542163, 414104
2017-02-01, CPWR, 0.446658, 318913
2017-02-01, EMD_F, 0.699339, 419886
2017-02-01, AXTA, 0.525055, 259396
2017-02-01, CEQP, 0.286494, 94106
2017-02-01, AXTE, 0.186611, 245991
2017-02-01, ADHD, 0.605740, 474898
2017-02-01, CPWM, 0.571182, 240628
2017-02-01, GGAL, 0.288120, 564689
2017-02-01, NCMI, 0.328159, 314744
2017-02-01, ISIG, 0.488934, 79998
2017-02-01, HBCP, 0.407168, 243357
2017-02-01, JDD, 0.501983, 137226
2017-02-01, EMIS, 0.289970, 286161
2017-02-01, ISIL, 0.471953, 215767
2017-02-01, PS_CRYPTO, 0.713241, 356589
2017-02-01, AVHI, 0.768437, 232196
2017-02-01, CBEH, 0.380314, 291318
2017-02-01, EWRI, 0.414962, 404454
2017-02-01, EWRM, 0.446215, 309669
2017-02-01, CHMI, 0.584114, 531699
2017-02-01, AZRE, 0.593801, 47134
2017-02-01, CSMA, 0.532571, 39642
2017-02-01, IEFA, 0.696114, 269819
2017-02-01, AZRX, 0.322777, 512429
2017-02-01, EWRS, 0.390623, 67385
2017-02-01, SLAB, 0.785570, 94136
2017-02-01, INOD, 0.576919, 26492
2017-02-01, PA_F, 0.742237, 272652
2017-02-01, FXCB, 0.424937, 151147
2017-02-01, TAST, 0.273869, 51831
2017-02-01, TYME, 0.575787, 198810
2017-02-01, PTIE, 0.595773, 333149
2017-02-01, PTIX, 0.630294, 140052
2017-02-01, WAYN, 0.626980, 15275
2017-02-01, THTI, 0.458799, 447384
2017-02-01, AUDJPY, 0.355258, 42881
2017-02-01, APKT, 0.249133, 269625
2017-02-01, DEO, 0.682652, 505885
2017-02-01, BEXP, 0.617671, 28130
2017-02-01, FRI, 0.809445, 11682
2017-02-01, SCIF, 0.481201, 34580
2017-02-01, CRYP, 0.619406, 495338
2017-02-01, MLHR, 0.483411, 376740
2017-02-01, GOGO, 0.538077, 13103
2017-02-01, GOGL, 0.504181, 73480
2017-02-01, EVTC, 0.509754, 5096
2017-02-01, AJRD, 0.334147, 94690
2017-02-01, FMCC, 0.442110, 10999
2017-02-01, YGE, 0.485824, 47554
2017-02-01, IPXL, 0.310763, 199718
2017-02-01, PFBC, 0.520720, 65177
2017-02-01, PFBI, 0.722541, 523775
2017-02-01, MBLY, 0.392024, 122394
2017-02-01, SPGI, 0.410932, 667876
2017-02-01, NRT, 0.344664, 64930
2017-02-01, PFBX, 0.358491, 206917
2017-02-01, SOAP, 0.682426, 46090
2017-02-01, DGAZ, -0.455678, 588128
2017-02-01, RSP, 0.360978, 78473
2017-02-01, SNT.X, 0.489692, 174677
2017-02-01, PBFX, 0.437028, 125586
2017-02-01, ARTNA, 0.463478, 12126
2017-02-01, CHMA, 0.069151, 27070
2017-02-01, CCOI, 0.287556, 201729
2017-02-01, VAL, 0.374275, 298668
2017-02-01, VAC, 0.521045, 52555
2017-02-01, AFN.CA, 0.648772, 650542
2017-02-01, AAUKF, 0.301163, 142531
2017-02-01, VAR, 0.386136, 396494
2017-02-01, RLI, 0.644532, 297037
2017-02-01, VAW, 0.460630, 212302
2017-02-01, NTAP, 0.501146, 487108
2017-02-01, PSTR, 0.714177, 15708
